Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,..,..,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11400.703,11290.693,10777.313,11950.753,12592.478,12779.495,12984.847,13142.528,13230.536,14128.951,13439.555,12984.847,12592.478,13476.225,12317.453,11657.393,11833.409,10131.921,11466.709,10619.632,9996.242,10439.949,8639.452,8885.141,8921.811,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1408.128,1408.128,1441.131,1708.822,1668.485,1818.832,1877.504,1954.511,1892.172,1947.177,1877.504,2075.522,2057.187,2126.86,2060.854,2093.857,2013.183,1903.173,1976.513,1690.487,1628.148,1584.144,1433.797,1521.805,1613.48,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Solomon Islands,SLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Somalia,SOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,South Africa,ZAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3446.98,3494.651,3520.32,3927.357,3927.357,3927.357,3534.988,3157.287,2658.575,3476.316,3201.291,4158.378,4125.375,2471.558,6369.579,6318.241,6131.224,7898.718,8126.072,7044.307,8874.14,8808.134,9262.842,9391.187,9050.156,9974.24,10131.921,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Spain,ESP,0,0,0,3.667,3.667,7.334,14.668,7.334,3.667,128.345,165.015,817.741,1628.148,2159.863,2071.855,2541.231,3314.968,3069.279,3091.281,3509.319,3989.696,4411.401,4792.769,5042.125,4789.102,5386.823,5027.457,5489.499,7513.683,10131.921,11382.368,12823.499,13410.219,13153.529,14422.311,17685.941,19794.466,25900.021,26589.417,30436.1,34858.502,37561.081,42947.904,48906.779,57652.574,68352.88,71535.836,72793.617,79955.268,71513.834,71297.481,66273.691,65444.949,59922.447,54201.927,56200.442,57348.213,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Sri Lanka,LKA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,St. Kitts and Nevis,KNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,St. Lucia,LCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,St. Vincent and the Grenadines,VCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Suriname,SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.334,7.334,7.334,7.334,7.334,7.334,7.334,7.334,7.334,7.334,7.334,7.334,7.334,7.334,7.334,7.334,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.681,414.371,553.717,711.398,949.753,1320.12,1411.795,1595.145,1738.158,1727.157,1727.157,1851.835,1829.833,1811.498,1815.165,1778.495,2005.849,2038.852,2035.185,2024.184,1928.842,2020.517,2086.523,1892.172,2493.56,3358.972,2654.908,2306.543,2189.199,1818.832,1657.484,1873.837,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Switzerland,CHE,-3.667,-3.667,-3.667,-3.667,-3.667,0,-3.667,3.667,22.002,25.669,84.341,201.685,256.69,348.365,737.067,1184.441,1239.446,1415.462,1554.808,1738.158,1983.847,2141.528,2262.539,2486.226,2772.252,2904.264,2973.937,3186.623,3208.625,3490.984,3736.673,4195.048,4411.401,4627.754,4561.748,5027.457,5441.828,5254.811,5408.825,5603.176,5573.84,5801.194,5694.851,6017.547,6208.231,6373.246,6197.23,6035.882,6428.251,6171.561,6893.96,6112.889,6703.276,7058.975,6116.556,6530.927,6864.624,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Syrian Arab Republic,SYR,0,0,0,0,0,0,0,0,0,190.684,0,0,0,0,0,0,223.687,69.673,66.006,69.673,91.675,91.675,95.342,146.68,249.356,297.027,748.068,737.067,1738.158,2849.259,3135.285,3659.666,3784.344,3747.674,4063.036,5122.799,5456.496,8463.436,10949.662,11210.019,11323.696,10373.943,12621.814,12713.489,13179.198,11323.696,11694.063,11507.046,11210.019,13773.252,17872.958,15071.37,11972.755,9838.561,9094.16,7979.392,6959.966,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3223.293,2709.913,1488.802,1675.819,2148.862,1441.131,1474.134,1466.8,1437.464,1408.128,979.089,1052.429,1228.445,1228.445,1232.112,1239.446,990.09,443.707,366.7,370.367,271.358,7.334,7.334,7.334,7.334,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Tanzania,TZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.689,678.395,946.086,1019.426,1052.429,1243.113,1474.134,1628.148,1859.169,1870.17,1741.825,1675.819,1591.478,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Thailand,THA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561.051,2449.556,2948.268,4444.404,5683.85,5412.492,6193.563,10315.271,10256.599,11129.345,13824.59,14814.68,16703.185,18782.374,19504.773,22123.011,27597.842,28664.939,30953.147,35474.558,45441.464,48587.75,49262.478,50065.551,54084.583,54986.665,57821.256,60340.485,71715.519,81048.034,70553.08,80611.661,86691.547,86662.211,86460.526,84608.691,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Togo,TGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.668,33.003,40.337,73.34,73.34,14.668,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Tonga,TON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Trinidad and Tobago,TTO,1466.8,1595.145,1628.148,1595.145,2086.523,2251.538,2643.907,2918.932,3061.945,3076.613,3582.659,3490.984,3615.662,3479.983,3182.956,2904.264,3766.009,4536.079,5606.843,6325.575,7209.322,6600.6,7260.66,7730.036,7766.706,9435.191,7422.008,7792.375,7172.652,9519.532,10758.978,10854.32,11118.344,11026.669,11708.731,11525.381,13208.534,13820.923,16237.476,18283.662,19618.45,22563.051,24686.244,27476.831,29717.368,33674.061,38085.462,39940.964,38730.854,39119.556,42042.155,41484.771,40612.025,41103.403,41297.754,40810.043,37803.103,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Tunisia,TUN,14.668,14.668,14.668,14.668,18.335,18.335,18.335,18.335,22.002,22.002,11.001,3.667,44.004,264.024,465.709,487.711,495.045,531.715,660.06,762.736,902.082,887.414,957.087,935.085,1694.154,2108.525,1452.132,2464.224,2060.854,3157.287,2500.894,1877.504,2585.235,2489.893,3428.645,3755.008,3993.363,4301.391,4811.104,5031.124,5339.152,5918.538,5918.538,6248.568,6519.926,6714.277,6901.294,8056.399,8771.464,9127.163,11646.392,11276.025,12167.106,12134.103,12068.097,11580.386,11943.419,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Turkey,TUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.337,3.667,44.004,29.336,73.34,14.668,73.34,124.678,847.077,1378.792,2306.543,5478.498,6538.261,7990.393,8738.461,9710.216,10355.608,13252.538,16002.788,19105.07,20487.529,24257.205,28943.631,30626.784,33747.401,40586.356,42848.895,52199.745,59486.074,69680.334,69152.286,66229.687,71906.203,84256.659,85342.091,86013.152,92082.037,90200.866,87630.299,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12625.481,17938.964,24363.548,25669,20755.22,21180.592,20051.156,24535.897,24968.603,26116.374,26490.408,29398.339,30909.143,32643.634,34044.428,39882.292,40105.979,34524.805,39717.277,43728.975,45104.1,46306.876,46985.271,48899.445,48899.445,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Uganda,UGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Ukraine,UKR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,195506.105,184219.079,163808.557,156848.591,170614.509,151923.81,136258.386,147809.436,142616.964,142653.634,130919.234,147853.44,151571.778,149822.619,129742.127,125580.082,120974.33,93475.497,126540.836,107303.754,98554.292,90365.881,76599.963,59691.426,58638.997,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,United Arab Emirates,ARE,0,0,0,0,0,0,0,872.746,1151.438,1133.103,440.04,1107.434,1309.119,1631.815,1796.83,1521.805,1686.82,1114.768,1279.783,7176.319,8782.465,11158.681,11686.729,10689.305,14745.007,18423.008,22137.679,25144.619,25580.992,31085.159,30725.793,36827.681,34029.76,35628.572,41301.421,44909.749,54282.601,53200.836,55951.086,57025.517,60380.822,61979.634,69584.992,72272.903,77139.012,78290.45,82628.511,91370.639,107890.474,113563.323,116962.632,130277.509,132716.064,136522.41,133453.131,134267.205,135022.607,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,United Kingdom,GBR,150.347,150.347,216.353,289.693,513.38,1686.82,1650.15,2779.586,6270.57,12262.448,23124.102,37256.72,52702.124,57040.185,68217.201,71440.494,74099.069,79075.188,81590.75,89265.781,88495.711,89680.152,93391.156,97248.84,99691.062,108029.82,108356.183,107597.114,105950.631,104795.526,108110.494,116529.926,116152.225,132331.029,137919.537,149144.224,173977.148,174567.535,181802.526,192840.196,200174.196,198454.373,196635.541,196697.88,200980.936,195759.128,185660.21,187724.731,194446.342,178879.927,194259.325,161109.645,152044.821,150666.029,137281.479,141322.513,158960.783,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,United States,USA,630540.65,636935.898,676920.866,719043.695,759692.39,783245.531,842896.62,882005.175,937127.519,1018916.287,1060078.362,1097826.46,1116586.832,1104383.056,1053030.388,978931.319,995271.471,963676.599,981036.177,1015843.341,1002059.088,970713.572,903497.462,858228.347,886962.959,860681.57,817454.974,865694.359,907443.154,939188.373,1003980.596,1050346.144,1070995.021,1101299.109,1123766.818,1162211.646,1152435.424,1161085.877,1142303.503,1200792.153,1255148.094,1179494.217,1225702.084,1189992.838,1168709.57,1162996.384,1151434.333,1244700.811,1240762.453,1227971.957,1275074.572,1304065.874,1365136.092,1392202.219,1440397.6,1484155.911,1498556.22,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Uruguay,URY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.667,40.337,62.339,58.672,40.337,110.01,194.351,183.35,212.686,194.351,172.349,121.011,150.347,146.68,106.343,99.009,91.675,95.342,106.343,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76907.991,81616.419,78217.11,78349.122,81323.059,82573.506,94432.584,97014.152,95444.676,96918.81,102136.951,100376.791,99878.079,95532.684,98011.576,98605.63,102653.998,86200.169,85268.751,95209.988,98323.271,86049.822,87747.643,86016.819,75012.152,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Vanuatu,VUT,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,"Venezuela, RB",VEN,9508.531,10120.92,10700.306,11569.385,12728.157,13483.559,14337.97,15705.761,16211.807,16688.517,18800.709,19585.447,19798.133,23637.482,24323.211,23648.483,22321.029,25126.284,25977.028,30062.066,32929.66,31649.877,32977.331,34260.781,37663.757,36607.661,41048.398,41004.394,42797.557,39079.219,42379.519,43112.919,19354.426,39867.624,50080.219,57212.534,64172.5,65719.974,80343.97,77861.411,53409.855,60919.871,55756.735,51866.048,51143.649,52078.734,56809.164,58055.944,55936.418,54319.271,59233.051,47916.689,49783.192,48551.08,46684.577,46471.891,48796.769,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Vietnam,VNM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.335,40.337,135.679,117.344,73.34,77.007,77.007,55.005,14.668,7.334,3.667,0,0,0,425.372,627.057,1140.437,1899.506,2159.863,3065.612,2566.9,4103.373,5210.807,8767.797,9402.188,11221.02,12489.802,13912.598,15386.732,18063.642,16292.481,17971.967,18734.703,19614.783,20480.195,20384.853,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,"Yemen, Rep.",YEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737.067,1947.177,1301.785,1518.138,2013.183,1855.502,1895.839,986.423,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Zambia,ZMB,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Zimbabwe,ZWE,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Africa Eastern and Southern,AFE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Africa Western and Central,AFW,..,..,..,105.998787550891,166.569523294258,287.710994780991,494.661008570826,524.946376442509,454.280518075248,232.187820349571,435.352163155446,885.21606508274,1165.77634800514,2007.45719677234,2457.32109869963,1475.36010847123,1746.24589887907,9572.55805071803,6735.5198956764,3441.07837921349,3436.19048378847,13323.8041265986,13436.3858660959,6135.91692501249,5367.70404046149,7315.14816817678,8690.10243925214,9252.80614449651,10118.8805430031,10846.5413542518,10260.5058015683,12448.3718649203,13190.6835649861,14543.4489657641,14265.0820782394,14147.8749677026,15304.6803448087,16664.7736961342,17424.683504526,19176.8322347033,21245.1594295046,19425.9719754623,20650.8739188275,30563.1166322728,32849.2818908313,34566.1125579727,35400.2539360954,34817.679005343,34770.2552226463,31217.7827733641,35410.8946781796,45921.6448008892,46426.0433940666,46485.8872949521,52124.0376712318,52346.3150173778,50816.0209804497,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Arab World,ARB,..,..,..,..,..,..,..,..,..,..,..,11404.3225798761,17069.6707320266,21235.3679027255,20623.1072953112,25978.4500766189,28710.3724071703,26877.0594703269,52582.8620703088,52381.0450169576,98696.1548265865,105687.402184186,71500.354920283,74889.3582690102,126996.236722925,138640.699914394,167812.783795967,183760.138879641,192472.542994122,207071.912476167,238688.648211541,260040.756432166,271487.129786141,302623.243412691,319536.030362433,292907.710828426,313118.605354737,308257.035016957,326877.838462523,329103.205166436,346407.808817893,341127.793458864,380918.110933966,397728.188651219,432805.293568802,489394.276624214,506094.037017683,515995.967838686,563542.734389479,571611.115208283,617752.95643168,661373.939989641,702451.791695726,700763.973246947,729483.496626502,797209.112580195,820291.170285113,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,134765.917,130688.213,125686.425,136515.076,145194.865,134545.897,130812.891,127079.885,129137.072,133984.846,132455.707,140930.144,139980.391,143313.694,142070.581,137351.152,134428.553,119899.899,130083.158,126401.49,123768.584,119280.176,110574.718,113240.627,117993.059,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,Early-demographic dividend,EAR,..,..,46948.0199389589,49983.5655461336,58339.6534471747,67101.9414088504,72196.1934443094,79379.6121963651,85023.4153931836,94884.6144712425,105637.688376357,106247.469122563,109332.645535476,126747.055759985,138245.935989233,142800.894085583,146923.563451511,151251.924636379,190085.772161924,198768.809131987,247179.042606659,264912.94445516,244699.707709817,258263.075923917,346117.430731504,365515.13588053,394173.006342084,427850.461640054,458592.329821239,527887.636235858,560433.57266064,615173.763705903,606733.824800093,662873.262053701,709855.283162286,725214.762673875,772931.950319287,800748.957792362,831283.74359071,895767.990537618,870370.501672199,893210.888504339,967251.812493237,1031037.41403571,1112828.46322458,1181886.34861298,1250724.30443008,1289864.18434328,1344645.60704294,1376391.30309344,1469797.5000315,1526789.68351339,1538203.61689147,1551874.5855361,1604191.60266226,1744158.08496287,1784413.59651199,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,East Asia & Pacific,EAS,..,..,10875.1315679751,11756.8989924055,12201.5509414772,13049.4042341988,13855.8069214984,14515.2483713929,15310.3463481229,16463.4268262242,21038.066370064,25431.0796980901,29496.4784728397,36752.3962493845,45765.5193571398,54328.1724541398,63207.2714264637,75917.2269365325,94375.3286995439,102483.788893138,115882.479543617,115826.636153854,123182.942498643,127527.830385067,162979.596762699,182407.505513161,186015.281132408,199898.233827999,208440.450522593,219939.873083296,253316.69723921,268596.927311857,287543.045989954,314772.361439339,340703.813782675,375674.927158595,407088.263402285,430297.530585965,408734.232374378,468732.931325812,469760.281086918,509547.070222197,515269.297923837,552283.347381295,576273.253093127,597593.522328969,657606.950309236,722735.03355178,760257.234503978,786370.046425728,867156.673355218,958325.103417281,1015978.51898307,1070664.20859752,1107263.70730259,1138462.11613808,1178091.53231759,..,..,..,..,..
CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..,8164.01749762316,10441.8234845291,12005.4658781807,15422.1748585395,18865.1951291762,23601.2273791786,26852.5511063627,31735.17483077,35685.6271281926,36741.8374950582,41316.2432476399,39752.6008539883,42470.9173275142,42348.7041890587,56747.6339561824,63498.9839987407,63998.946837877,70446.6157485154,70346.6231806882,73864.8801968321,94070.7857548124,104116.785475582,116241.188472046,135483.455380738,147027.336489295,173060.115149988,186982.966090704,195141.203516098,169552.663164658,213899.24851861,200891.064341681,229153.529708226,222750.862361714,249659.76844475,263306.006452869,280813.761000042,310540.430823133,343852.004252681,370628.136128071,404669.967699676,447585.542148992,495778.891352259,537123.304344424,580544.158417284,616865.280553488,668680.415087559,694254.20274926,..,..,..,..,..
