Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,Africa Western and Central,AFW,6934.297,7422.008,7623.693,8401.097,9699.215,12115.768,13193.866,14701.003,12867.503,14701.003,19306.755,20777.222,21822.317,23824.499,26263.054,27623.511,28243.234,28400.915,31939.57,37616.086,46816.589,50692.608,57135.527,56174.773,64176.167,64106.494,60087.462,52995.484,61513.925,66992.423,49603.509,50963.966,56875.17,57139.194,48199.048,48375.064,53926.902,57461.89,52302.421,53252.174,58694.002,66523.047,67601.145,66193.017,63325.423,72822.953,68616.904,68352.88,71532.169,66706.397,105499.59,118290.086,109181.258,115913.87,124190.289,114733.096,121869.078,..,..,..,..,..
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,Arab World,ARB,47036.7650294113,52912.2243053434,60508.4063229127,68306.8100302043,61861.4532650548,70831.1434223363,83146.0868759811,58979.3888866496,65622.1061465708,74544.0069710471,82201.3285274477,95935.2475551542,96924.1191339692,105790.878420593,112562.259268836,122392.157416611,150216.577416801,181437.716148683,187345.212903909,230094.609149412,242376.467680346,276049.566795386,298558.34254663,336786.132688257,344046.435172122,361077.818163387,398000.59190918,386284.853166862,415881.154583368,408389.257640523,348020.302,427253.171,469753.701,529074.76,532811.433,508524.892,506068.002,490043.212,508711.909,517087.337,624625.779,622733.607,600163.222,666044.544,723326.751,725215.256,762589.32,720301.476,799108.973,869607.048,890519.949,873362.056,990647.384,971674.326,1038219.375,987893.467,919881.618,..,..,..,..,..
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,Caribbean small states,CSS,4202.382,7044.307,9948.571,4195.048,8320.423,9387.52,8764.13,10447.283,10238.264,10986.332,14590.993,18907.052,19475.437,23930.842,21979.998,24191.199,26571.082,29812.71,27704.185,27432.827,27220.141,21671.97,18070.976,14051.944,13960.269,14323.302,12999.515,14125.284,13842.925,15581.083,17458.587,17854.623,19057.399,18888.717,18268.994,19460.769,21026.578,19431.433,19926.478,21785.647,22119.344,22240.355,21110.919,22280.692,21572.961,22005.667,23164.439,22794.072,24117.859,21466.618,22313.695,21242.931,21026.578,22885.747,21110.919,21114.586,22504.379,..,..,..,..,..
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,Central Europe and the Baltics,CEB,53016.4083802716,57589.9754961942,65890.3737039704,73039.9264705822,81698.1004631763,91232.8251285744,98960.7820806419,110988.011380272,126062.297780601,143545.607798704,164427.787772578,181004.732469142,192709.963562436,214540.249366077,219566.999142769,233019.368651924,252512.185994754,274551.174339539,299130.370756532,294354.064029212,284878.968661284,260949.731586711,265606.779719091,263549.568956388,253388.736667558,254205.658042893,262070.76237914,272034.81798632,251522.339656758,252542.000643489,224158.455047933,190056.459825036,173914.809,189594.901,175711.639,181894.201,181223.14,179503.317,179459.313,169580.415,157105.281,169562.08,169257.719,170354.152,171597.265,174956.237,180889.443,182953.964,183665.362,173390.428,174050.488,171391.913,166129.768,155576.142,157475.648,166129.768,176467.041,..,..,..,..,..
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,Early-demographic dividend,EAR,250985.536641263,262871.545310531,272994.119380106,288503.033347645,313749.660813176,332155.429493625,354947.849603364,368285.692258084,416603.200581055,445330.279397548,489351.972904087,541889.19252063,546676.968518804,604610.950498293,644226.485180419,684364.32269871,739062.297975875,820988.147190483,867510.947640727,947207.547793734,980112.626472096,1028542.96771529,1095030.60483776,1121433.39168619,1117860.53750257,1165083.52653753,1213498.72856808,1242573.5864479,1296525.95550242,1341977.65665821,1288301.57823441,1410367.69957035,1501031.445,1538695.202,1554364.293,1555251.707,1610542.733,1640454.452,1717230.431,1803980.65,1921045.958,1930653.498,1915626.132,1981793.48,2041627.919,2042166.968,2119551.669,2140563.579,2287951.31,2395794.113,2381859.513,2379919.67,2518832.964,2527501.752,2649414.834,2710404.378,2654475.294,..,..,..,..,..
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,East Asia & Pacific,EAS,177844.885794236,213649.453116256,231831.83877469,271828.022652177,313765.127662697,357283.186058896,397682.853826469,474134.785955822,557263.742725294,667368.612779815,855499.285057431,948665.790956223,1041835.96554987,1136620.36588069,1135864.61474011,1142288.49943508,1245037.6363009,1318862.78291249,1364024.41660472,1408026.74272207,1362795.40382755,1299822.25660358,1276518.7068706,1286222.40476791,1290368.02995656,1259488.62534344,1306191.1108757,1331024.50636414,1453786.37367602,1536764.91395635,1574633.18227245,1629551.62499015,1750328.17616931,1829564.73175498,1898452.84644679,1973206.66726738,2076408.61255866,2151925.45206267,2025135.95804844,2087490.72526349,2202805.59215402,2158407.44251266,2166668.58710428,2233090.28473005,2363270.6496924,2359235.75531487,2317558.96448077,2339384.07497742,2366902.05463218,2336966.8064367,2537809.17620703,2576749.575036,2656651.48796852,2717589.39732664,2713679.21786623,2769921.97740323,2779139.87701299,..,..,..,..,..
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,East Asia & Pacific (excluding high income),EAP,56052.182636063,61532.5957778863,60923.3258167095,64705.5832332825,74214.4205017182,84178.1558493537,97744.3905016203,103430.616491619,121732.927113619,147086.157963217,205298.437969212,236609.36624317,260972.093210639,291508.961043378,308435.571829088,332339.732184461,375529.36997817,409023.075325708,447124.457991592,450616.90130932,452194.370454933,439108.713612143,441592.310383259,460089.053248788,455283.275154016,472712.474946584,496014.995906887,521118.766519504,566157.344893186,587023.960010031,570258.764671779,622911.805036235,680990.082038495,743868.196843762,747499.165909161,821185.832063654,891358.893809406,968137.385137769,920824.757921953,939973.535185036,1046636.0022153,1058324.78848947,1061864.06641685,1150974.3100709,1295802.29208215,1304511.62659566,1317430.77838139,1344889.93494442,1400813.03024171,1407410.12194269,1587779.52294549,1629954.7045202,1697165.09734701,1781585.13517252,1812971.74321511,1877494.16037944,1904245.56891673,..,..,..,..,..
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,East Asia & Pacific (IDA & IBRD countries),TEA,55490.2234780271,60748.7768511021,59816.1573696769,63526.4546333582,73112.3067132157,83182.2154903244,96737.1564489462,102269.186480232,119811.73794549,145069.05012414,202993.953435815,234759.104656574,259007.591730049,289415.414627482,305651.996138405,329067.743943245,372296.816813718,405621.061378839,441718.657869458,444425.977606255,445280.727604457,431733.123555691,433912.185782869,452100.385315439,446678.408931991,463498.274776451,484841.345547022,506345.828334422,552311.568581115,573207.087850481,562491.531006061,617083.805103129,676268.535504003,739662.292479288,744749.196785028,817429.21309855,887281.541438224,965374.874806736,917106.131066399,937629.791120417,1043765.28045266,1055105.37281989,1058629.897,1147818.671,1292624.834,1301884.009,1315473.911,1342529.037,1398340.777,1405022.051,1585423.783,1627528.277,1694847.063,1779070.719,1810588.584,1874731.748,1901269.827,..,..,..,..,..
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,Euro area,EMU,337073.762227623,377361.567051385,446376.328358178,525419.903377103,609519.71554912,682884.827746681,758163.67603321,836705.287487815,920946.276912297,1004805.56487641,1151933.17709329,1239076.14337399,1352065.00443002,1467004.20308491,1417001.31177671,1320802.08618975,1454177.98825912,1388797.23400652,1466298.31682258,1515584.8642942,1453330.92474433,1322449.15413517,1246835.66347243,1194960.86637229,1142819.40112861,1129292.52882763,1156226.01132564,1182563.41209103,1185501.99045715,1235630.37265642,1207358.32065356,1243672.24725979,1246864.341,1249343.233,1237451.152,1256442.545,1291638.411,1280930.771,1312089.27,1287212.342,1259064.45,1306544.766,1292448.818,1290945.348,1285980.23,1273010.051,1259035.114,1207011.385,1202684.325,1139575.255,1114445.304,1070701.661,1019741.362,1007735.604,994472.065,..,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,Europe & Central Asia,ECS,1130464.14267119,1233711.55359229,1400313.31649939,1564896.79779699,1736342.43656688,1895698.07623207,2076211.21433051,2242995.11484627,2433801.48915315,2641792.79296921,2950540.65284196,3119648.03852768,3377771.48846849,3610863.32381342,3612389.34161573,3576217.79706304,3769377.19236831,3800222.44252715,4013288.9861954,4067438.00498685,3963240.52491787,3805888.39894797,3735017.17862609,3668610.79103548,3634516.59974915,3604478.6622341,3638868.21180475,3452452.83065805,3431265.79639637,3486404.26544029,3335658.31976295,3350025.1468709,2712968.73618586,2602232.37449298,2402400.93679694,2394374.68659241,2387550.52455215,2336452.53073849,2361922.00488983,2310332.07961202,2272793.64029137,2326462.25341017,2311752.39301227,2323492.17096121,2326706.36977584,2306981.02768331,2316289.15628074,2256108.38460597,2276199.26069838,2172898.54386216,2144168.20409875,2131537.8694296,2071125.21633476,2024521.48437094,2024018.47394952,2036152.53010894,2102161.62014175,..,..,..,..,..
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,Europe & Central Asia (excluding high income),ECA,591384.140139259,640928.770595752,720831.57600775,788128.6800651,847777.880655081,906999.109902774,972584.328590975,1064976.11590063,1140199.02689437,1228583.44618079,1346342.26214239,1442919.27569546,1568203.71759806,1690370.08257829,1798074.35103083,1898742.10364784,1958491.34948666,2042173.6420773,2187984.03420156,2185688.55154747,2221415.8215244,2240596.71895601,2263918.37807599,2260527.95575397,2210972.20915871,2237456.40975611,2253313.58169827,2033981.04781066,2004106.42489124,1990516.94525627,1906534.5169191,1878655.24090723,1056950.2637154,943926.295230039,746331.23327292,724928.461444388,674812.816141661,640425.193658001,628578.307279672,600114.127985176,602544.548377677,605566.559470368,604153.524358449,612699.560715335,620431.688847755,606787.421807066,629945.953535036,633500.940824832,649033.331,623353.33,620540.741,669608.868,668409.759,645788.036,659462.279,654306.477,695593.23,..,..,..,..,..
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,Europe & Central Asia (IDA & IBRD countries),TEC,594175.036024662,644675.486634924,726113.100682642,793987.86227938,855763.190231293,917786.015490705,984582.788814778,1078043.27206681,1157473.4079537,1246764.93655941,1370871.08642007,1468841.52060876,1596891.12756891,1724654.7376404,1834279.54504225,1941126.88265993,2006180.17495117,2095246.20601005,2244146.086142,2246637.5590375,2282618.16760778,2290301.5840206,2309886.87095408,2304238.43240292,2248353.5403695,2275836.74138229,2293645.54764193,2075902.91644391,2042732.77729879,2028922.42754031,1937821.41861977,1910635.21437597,1100560.02710911,989338.871861387,794975.196991965,777601.235914113,731415.957028093,699602.520945443,690438.357652,663351.660980236,663344.146291189,669611.396956816,668285.054339929,678820.648384544,689390.058529872,676592.543081956,702769.582553058,707977.515583123,725424.275,697998.782,696509.98,746087.82,741115.368,711394.333,724122.49,721991.963,770741.061,..,..,..,..,..
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,European Union,EUU,443369.345771701,489813.123323568,573286.262248884,666194.085202301,766737.820524326,853256.203864727,954428.24252697,1036269.81955269,1150119.39819254,1267870.53789665,1442250.04961904,1528991.37930597,1653957.87349773,1780961.28658278,1722828.02672542,1638022.27668335,1799025.00761403,1752814.31033353,1839915.39435236,1887387.76527571,1790471.9750472,1635179.71076511,1551260.67914674,1490335.52299535,1425787.48871287,1419529.7901228,1449799.82362649,1479097.00034533,1458408.59277995,1503160.00488317,1443886.67848106,1451147.63563051,1443514.55,1464218.432,1441237.343,1470756.693,1508710.143,1493459.09,1524991.623,1491973.955,1454141.516,1511196.369,1501306.47,1498427.875,1492395.66,1479788.514,1469509.913,1417493.518,1413833.852,1338322.988,1319547.948,1273226.404,1213208.615,1188324.353,1175907.891,1195590.16985132,1221340.68429983,..,..,..,..,..
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,Fragile and conflict affected situations,FCS,42565.8143217839,41231.8305532265,37222.0339458482,45087.249277296,44484.2349744437,50940.1305705456,60838.6093463158,56823.6651490009,61583.5203766353,73489.471251063,73986.0786046094,74743.6152456122,81426.7718340149,84637.885484488,110095.325159077,110865.487410764,123217.543196004,129467.220484277,133389.576869914,159890.73369433,182153.893866024,204934.704075737,209311.582445975,224268.722568887,228889.696079004,240606.262793181,240555.760350448,235539.184372251,268496.236792768,274787.999449986,246893.816913504,264444.37798002,302189.8181725,300052.148187029,291192.362654915,289334.747235697,273712.201560075,289048.674461137,317247.276524864,331235.120631575,331019.637242946,362647.397370549,380447.068317494,411519.053759703,378460.273503154,390544.442336541,371400.653050706,330769.770688664,392234.146337522,399866.714859985,446534.842163031,453309.486316691,467006.692618631,477287.027231234,490528.304703922,448890.737112276,468422.635406019,..,..,..,..,..
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,Heavily indebted poor countries (HIPC),HPC,13846.6192411434,14526.5871503067,14650.2176792455,15817.1514218352,17249.8225513514,20482.7707675676,22158.7013945946,23555.9295891892,27063.8642054054,31236.968627027,34414.1763567568,36628.9316864865,37602.5321837838,40475.0252540541,41340.8608108108,42381.3498918919,40894.9369189189,44012.6881297297,46457.8374702703,48185.7925513514,51597.1103243243,50519.4609189189,51589.6782594595,52113.6388324324,50326.2272324324,53982.8031459459,47000.3782054054,53737.5450054054,57747.144,61641.5459891892,49731.6620432432,49229.9976648649,50032.6606702703,50898.496227027,52247.416,57414.219,60476.164,63072.4,61906.294,60780.525,60806.194,66427.705,69001.939,74451.101,80428.311,81334.06,86093.826,94414.249,97322.18,100065.096,109379.276,115297.814,122719.822,127197.229,137376.821,145341.545,146613.994,..,..,..,..,..
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,High income,HIC,2188719.59733315,2298208.64200172,2458404.49625753,2615507.97362837,2787788.23207136,3007839.08403951,3210430.77568904,3432201.21131744,3719128.30763215,4031374.37821145,4667656.24028903,4884551.19741897,5277881.02374669,5607386.76698099,5413863.78451889,5214998.52242548,5481290.614817,5661005.06120444,5794841.33471627,5841816.68974171,5459163.44317006,5067206.09196793,4843596.38008109,4771222.25572561,4829692.08992791,4751524.84382137,4896568.33427446,4954431.72597939,5159373.38230618,5270499.98019335,5032531.1462803,5074523.32758258,5224965.72926078,5331379.26734449,5418894.60784492,5408453.18829336,5554397.84524246,5560142.27986375,5569124.62037202,5645040.83376766,5759980.9798625,5765718.06395964,5718696.76098793,5813882.3734363,5892033.14617278,5896197.21810236,5835254.02239523,5739954.47682257,5613187.33737436,5448201.1476211,5470399.73054662,5292947.05183916,5303693.51814284,5240940.64208097,5244633.28324371,5297172.26740532,5183005.45833535,..,..,..,..,..
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,IBRD only,IBD,795687.291698226,849538.339959106,922280.45113931,988111.197836835,1072955.71819233,1146719.31552272,1246786.21112596,1319068.85953889,1453469.0875452,1578337.76376887,1777270.34085342,1944473.58738142,2101384.23893309,2294680.98263731,2444754.58668672,2582519.85973325,2740393.12808127,2895053.5600278,3094043.72957025,3179708.39695121,3228801.85356494,3232631.75201537,3288747.37474605,3305313.43388662,3258893.91281829,3338091.76992635,3411847.13976276,3324335.39998196,3407066.96575696,3483002.62149962,3367418.67223902,3457798.00789696,3000784.77115173,2980368.91492712,2845256.07888123,2928020.37682045,2986366.64798211,3091803.77597203,3159803.85687595,3228507.17106012,3330748.45356709,3376171.43251082,3350472.12206036,3500732.08750355,3681065.40076326,3698263.32040711,3793870.866,3821670.393,4062867.318,4120285.204,4257915.048,4395456.884,4574868.526,4686125.306,4820139.488,4886640.533,4988784.818,..,..,..,..,..
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,IDA & IBRD total,IBT,839326.824947801,895634.862700218,970722.581539097,1042396.37863729,1131561.97702258,1211244.0912804,1317204.83266173,1394992.21084514,1535937.45817555,1665778.47883893,1872833.09050851,2044564.32455635,2190763.85429968,2390251.06310834,2546659.00793638,2689213.55970971,2849006.42179189,3007119.20909061,3212476.35977167,3315860.81419813,3378531.31877398,3393268.09267306,3452665.13458731,3475723.85139411,3444875.69695494,3524846.4310577,3598356.92674252,3508392.43084433,3606856.37140869,3686269.83254888,3560243.58405058,3661388.43819077,3213668.15255487,3196922.69691094,3053031.17818882,3142612.30419676,3216542.33934011,3329592.7329581,3400766.8792204,3476207.49516753,3585278.79788774,3642684.55277504,3605575.84580984,3765237.05820617,3950109.09914228,3976546.75888237,4081262.91261051,4130280.46747151,4383193.43286329,4432750.29043804,4610075.56499534,4763413.07507319,4927328.2426907,5057215.24056459,5209972.12157489,5267636.50534196,5391647.39210365,..,..,..,..,..
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,IDA blend,IDB,15560.8404868699,16841.4455412917,17883.7984925653,20410.2635030331,21929.1206606032,24115.5475621251,25662.722530575,28923.8338413195,28242.8915647862,27432.2459974846,30480.2733305385,31647.6029474527,30948.1316293811,33500.5071012849,37053.450816258,39082.3808647041,39388.1100500864,37836.302821252,40976.9753619975,47716.9142215618,61961.1149041463,69808.1639956254,76529.5738136514,79239.4461386309,91524.2006785379,92121.7622681488,91047.0778589261,81171.0987190009,92367.2720685315,101256.579746541,93539.2339458303,93567.0275081378,106704.117958808,111664.453220054,104086.265226558,103113.290508401,114855.075975068,118354.113357724,117755.642115989,120197.257918157,127540.463338211,131847.253317073,128708.033,117087.31,115906.536,122895.838,122081.764,122921.507,128139.648,124391.974,158161.377,168902.02,156896.262,168252.961,178003.514,173185.076,185843.56,..,..,..,..,..
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,IDA only,IDX,26594.026527972,27704.1899243086,28801.5501853765,32204.352416229,34823.8055342543,38483.0495483616,42589.5344975264,44902.9898797787,51489.6291051718,56673.5581251571,61320.7980230734,64187.0157918373,53718.8692553891,56918.2600608977,59528.1824206646,61995.8192935284,63081.2542936183,67317.2965037073,70154.8756425193,81399.4944074963,82102.7912427606,85944.4993891465,83086.5937522055,87046.1955877397,91757.8778540479,91725.3554570413,92176.6037155058,98725.8014126778,104112.32341687,99477.8818434518,96359.7970304593,106599.644413148,105753.743977187,104430.356999032,103352.741888249,111238.824221122,115072.962345818,119181.235713515,122981.576342499,127303.900516374,126684.279761648,134461.459052781,126060.903729621,147447.207960911,153166.495290895,155415.906394414,165472.539007477,186295.551643563,192713.320551601,188510.304307294,194429.521161543,199477.607988186,195844.17676193,203142.579724513,212167.605880373,208100.613348031,217351.172726138,..,..,..,..,..
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,IDA total,IDA,43003.19125378,45371.9537559555,47510.1826364807,53498.4827602979,57721.8102160427,63676.7183757848,69510.0977975731,75035.3150624067,81428.5947411969,86202.9380179581,94019.8400556371,98173.3269657254,86342.7054499407,92149.5182115402,98264.4652826116,102799.681527657,104244.87483828,107313.198173445,113284.927889409,131603.729583513,145699.789261895,157152.837750581,160399.097799666,167165.032848495,183704.467403395,184229.597705453,183704.467403395,181443.369160649,197683.34924578,201064.146810269,190505.121811038,201484.894746035,212858.657955907,216594.722843667,207827.47367149,214653.258321616,230346.983356429,237961.360020629,241119.447850579,247874.55680133,254700.341451456,266767.287176256,255265.747046453,264655.874573675,269120.460147782,278432.522481786,287562.432698278,309026.643443403,320669.509403522,312714.71624556,352651.402118569,368498.119311443,352780.838548382,371463.235810996,390252.473838867,381358.901172341,403294.4155288,..,..,..,..,..
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,Late-demographic dividend,LTE,567244.444457354,614180.187880663,684847.715067746,739311.04225462,785198.753823414,847045.919556716,914536.593487307,975811.288245202,1055689.25966495,1151222.89123487,1318372.23582059,1431449.46373619,1560446.25686154,1705504.71792104,1811472.74953919,1910851.27482338,2019271.59345675,2103136.56131515,2258536.04063256,2291670.33588297,2318714.51437372,2287809.20185735,2281942.38937887,2280176.25551857,2259737.82367314,2307131.11229684,2344885.77612891,2206262.53844545,2231694.86603381,2251605.48776007,2192941.42305315,2219754.17710703,1692195.78276226,1714118.04381749,1592522.47013114,1624705.82000488,1672850.86359629,1733273.56177835,1726819.06580782,1742364.81962405,1832850.31693234,1862226.07247137,1819982.17623161,1922351.67072384,2072324.00143595,2105595.47980184,2189347.14692831,2232485.13928599,2337568.07912397,2306134.65060141,2480213.30227153,2563694.05718633,2699048.81949518,2761790.29683949,2804330.89179917,2791877.7373974,2859826.15996389,..,..,..,..,..
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,Latin America & Caribbean,LCN,204659.638967813,210004.476591168,219692.925291441,218918.755799004,235027.436391647,240993.752239615,252114.994755978,269303.046275577,291653.468400998,323632.623588611,357926.84331611,384788.291522466,409051.805566699,449312.341142166,482951.494376063,497608.607170386,534039.236939515,549325.362446444,581922.364440522,617571.380779786,653730.30683282,643699.601149554,647644.887986015,604678.48115573,607864.486374607,622361.554514243,639162.521287624,667747.241008395,681563.188873435,698099.895868147,688571.655961224,698438.168365705,731774.400582584,745600.916456839,757160.851397737,755765.173483109,774973.423396172,815403.421227136,872075.388176607,898392.290934846,876329.414460395,904857.071035406,909594.932329599,910934.783127642,894164.317305464,935859.729779025,946061.204883018,961700.241142404,1008416.37230086,988951.317651502,1020359.65344231,1031026.35451784,1085323.80810856,1097662.4971122,1101020.86929904,1062147.85449395,1032749.74380207,..,..,..,..,..
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,Latin America & Caribbean (excluding high income),LAC,163119.161,168971.693,176991.422,176613.721,191395.398,193291.237,208274.599,220049.336,241424.279,265391.791,292479.92,323150.708,342996.512,381041.637,399072.276,417205.591,443149.616,461854.983,493746.882,523112.218,548319.176,539628.386,546294.992,515473.857,513053.637,515664.541,547670.117,575443.975,582697.301,598150.039,580200.074,596859.255,612513.678,629858.588,647306.174,646099.731,673976.265,705248.441,737972.749,747305.264,732673.934,747825.978,725875.316,725116.247,746549.862,776080.213,780788.641,796538.406,822566.772,804220.771,828653.992,849687.904,889856.222,913812.733,920031.965,895811.43,877458.095,..,..,..,..,..
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,Latin America & the Caribbean (IDA & IBRD countries),TLA,176569.717,183250.991,189085.188,190152.285,204783.615,211310.875,222462.222,235872.441,258710.517,285395.276,315215.32,338658.451,362464.615,397642.146,432291.629,445470.827,471539.53,491623.689,527351.27,560673.299,595278.778,589770.944,591267.08,558139.402,551161.101,563232.865,595462.128,623070.971,634739.365,650379.12,643987.539,656734.031,697368.058,711636.355,721867.285,716209.104,733653.023,776116.883,831646.264,857326.265,833373.421,861979.688,865855.707,867751.546,851748.758,891906.075000001,902133.338,918172.796,961399.392,942686.691,967013.569,982645.99,1036990.93,1051325.233,1055138.913,1015128.276,988054.815,..,..,..,..,..
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,Least developed countries: UN classification,LDC,18505.1672725421,19487.3948347789,20964.0696549879,23346.8838430968,24778.9199561475,28101.3397963268,30912.6181226323,32240.0602631402,36882.2932660083,41562.6711579715,44053.5324158786,44499.7889780135,35895.0470619769,38114.8873966991,37966.1352093208,37599.9759788512,36314.6045135567,36814.2592968018,39884.6570106357,43969.6209255626,45724.1339048963,45060.4702996701,42771.9751092349,44373.9217425396,44049.7182572279,44442.5765982526,44698.1252278512,48348.2750565954,49553.5491902247,49294.1864019753,48874.6289503955,54486.917816387,54812.5971972745,53744.6717855272,52786.5684905907,64837.0168081496,65502.1268238164,65946.7790253016,66525.9478591688,71607.687304713,72504.4648539266,79129.4089987427,82589.4757094589,91047.1869529254,95786.9360668786,97300.9707956473,105225.413649424,110229.932383433,117479.399163547,125325.529876181,136177.355148883,141331.039866022,143314.94744165,155435.799701176,178857.379501662,161568.263812975,171199.187872891,..,..,..,..,..
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,Low & middle income,LMY,819795.805482629,874428.413053113,950723.522992516,1020033.34276197,1107403.08447794,1179335.63773074,1288427.89688208,1363177.52235094,1499869.64321387,1625649.22882573,1824656.14537559,2002578.05197316,2141668.83874206,2339781.3762134,2476249.52561579,2619799.62323816,2775259.14196175,2927628.5816431,3127888.04150122,3224280.3063504,3276853.0165885,3297044.01498902,3365385.64264215,3393150.85085036,3373224.5981777,3442360.46301438,3516373.44055629,3430951.57680487,3526313.81530664,3605882.31648139,3465840.09975303,3569089.88435663,3088926.99596095,3073305.22454285,2932565.52314727,3023742.24221033,3104836.12293394,3202635.23252917,3249780.60931159,3305984.32550862,3427593.82198661,3468275.2738979,3405036.41940042,3560126.37830433,3780611.63281032,3795628.30302211,3890601.27137432,3938234.20050338,4171817.98034353,4223611.26817486,4399714.31739225,4558352.3588116,4711611.4713587,4858752.92804854,5014976.55671735,5085953.95081788,5211552.75967556,..,..,..,..,..
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,Low income,LIC,10316.5398813582,11024.2708494724,11280.9205412062,12318.7807214476,13720.6664872961,14176.2354917571,16756.5170800488,17483.8961628017,22663.6008941944,26913.0260618559,26813.4899768476,30002.4730080746,29003.2838470299,29765.1177284395,32904.3327171623,33895.8652562834,34362.9191936299,36889.6044284557,39902.4851554373,51303.1951998479,50767.2316651879,55655.9847634795,52283.2428060833,57374.8963853533,61919.1014970778,60223.1597409751,64560.6360607592,70647.6504901121,72535.0077943077,69284.771787691,64817.1328952037,71941.6195952199,69001.4767765136,67370.6163067624,65850.7768549051,68728.8371464531,71239.5660586851,71235.7791372488,74814.4198945026,77094.1465991235,77787.1532219567,80687.9350421221,70126.2111564283,90132.517104123,91189.0681848361,93199.9234674834,99368.8184871303,117288.530723453,123714.936400765,121836.623368386,116625.819472109,114914.130982926,102190.074957135,106008.937638361,106483.492981332,98483.3119632236,100859.82533432,..,..,..,..,..
CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,Lower middle income,LMC,140948.154904641,149223.215904391,155526.16045564,170965.501153507,184870.719032175,201454.891717244,216781.35040145,214336.530905035,253246.230363325,255148.246975157,301335.035512127,323452.825887424,322517.276893098,359577.373375888,366298.322047392,386355.256854998,405428.100031781,448953.193102722,474080.626940898,523095.450903074,528002.670156332,546316.483016963,584616.623213931,616870.998683413,633856.508490779,663379.257415507,662108.322932649,677628.727711164,733161.503864943,772533.995031822,775027.321361041,823268.202633512,890957.715813934,872880.440450778,861797.152532852,907942.066028334,941092.906362594,970854.945228897,1006481.37105111,1056092.10422973,1122302.09654685,1125067.41722524,1108028.054,1129744.028,1173601.348,1175937.227,1191918.013,1234616.561,1322730.904,1408769.725,1430225.342,1462582.95,1512186.459,1565508.306,1659882.218,1723875.035,1790387.081,..,..,..,..,..
